equipo_h,equipo_a,elo_h,elo_a,lambda_h,lambda_a,p_victoria_h,p_empate,p_victoria_a,marcador_mp,prob_mp
Ghana,Uruguay,1503,1892,0.895,1.831,18.0,22.6,59.2,0-1,11.99
Ghana,Uzbekistan,1503,1727,1.042,1.573,25.1,25.2,49.5,1-1,11.99
Haiti,Algeria,1532,1743,1.054,1.555,25.7,25.4,48.8,1-1,12.07
Haiti,Argentina,1532,2113,0.75,2.185,11.4,18.3,69.5,0-2,12.68
Haiti,Australia,1532,1783,1.016,1.613,23.9,24.9,51.1,1-1,11.82
Haiti,Austria,1532,1827,0.976,1.679,21.9,24.2,53.7,0-1,11.8
Haiti,Belgium,1532,1867,0.941,1.742,20.2,23.6,56.0,0-1,11.91
Haiti,Bosnia and Herzegovina,1532,1594,1.209,1.355,33.3,26.5,40.1,1-1,12.61
Haiti,Brazil,1532,1984,0.845,1.94,15.6,21.3,62.7,0-1,11.98
Haiti,Canada,1532,1784,1.015,1.614,23.8,24.9,51.2,1-1,11.82
Haiti,Cape Verde,1532,1549,1.26,1.3,35.7,26.6,37.6,1-1,12.66
Haiti,Colombia,1532,1975,0.852,1.924,16.0,21.5,62.2,0-1,11.99
Haiti,Croatia,1532,1930,0.888,1.846,17.6,22.4,59.7,0-1,11.99
Haiti,Curaçao,1532,1436,1.398,1.172,42.1,26.4,31.5,1-1,12.54
Haiti,Czech Republic,1532,1726,1.071,1.53,26.5,25.6,47.8,1-1,12.16
Haiti,DR Congo,1532,1655,1.143,1.434,30.1,26.2,43.6,1-1,12.46
Haiti,Ecuador,1532,1933,0.885,1.851,17.5,22.3,59.8,0-1,11.99
Haiti,Egypt,1532,1689,1.108,1.479,28.4,25.9,45.6,1-1,12.33
Haiti,England,1532,2020,0.817,2.006,14.4,20.5,64.7,0-2,11.95
Haiti,France,1532,2081,0.773,2.122,12.4,19.1,67.9,0-2,12.46
Haiti,Germany,1532,1923,0.893,1.834,17.9,22.5,59.3,0-1,11.99
Haiti,Ghana,1532,1503,1.315,1.247,38.3,26.6,35.1,1-1,12.65
Haiti,Iran,1532,1760,1.038,1.579,24.9,25.2,49.8,1-1,11.97
Haiti,Iraq,1532,1607,1.195,1.372,32.6,26.5,40.9,1-1,12.59
Haiti,Ivory Coast,1532,1676,1.121,1.462,29.0,26.0,44.9,1-1,12.38
Haiti,Japan,1532,1904,0.909,1.803,18.7,22.9,58.2,0-1,11.97
Haiti,Jordan,1532,1690,1.107,1.481,28.3,25.9,45.7,1-1,12.33
Haiti,Mexico,1532,1860,0.947,1.731,20.5,23.7,55.6,0-1,11.89
Haiti,Morocco,1532,1822,0.98,1.672,22.1,24.3,53.4,0-1,11.79
Haiti,Netherlands,1532,1961,0.863,1.9,16.5,21.8,61.4,0-1,11.99
Haiti,New Zealand,1532,1585,1.219,1.344,33.8,26.5,39.6,1-1,12.63
Haiti,Norway,1532,1912,0.903,1.816,18.4,22.7,58.6,0-1,11.98
Haiti,Panama,1532,1737,1.06,1.546,26.0,25.4,48.4,1-1,12.1
Haiti,Paraguay,1532,1833,0.971,1.689,21.6,24.1,54.1,0-1,11.82
Haiti,Portugal,1532,1984,0.845,1.94,15.6,21.3,62.7,0-1,11.98
Haiti,Qatar,1532,1425,1.413,1.16,42.7,26.3,30.9,1-1,12.51
Haiti,Saudi Arabia,1532,1568,1.239,1.323,34.7,26.6,38.7,1-1,12.65
Haiti,Scotland,1532,1767,1.031,1.589,24.6,25.1,50.2,1-1,11.93
Haiti,Senegal,1532,1878,0.931,1.76,19.7,23.4,56.7,0-1,11.93
Haiti,South Africa,1532,1524,1.29,1.271,37.1,26.6,36.2,1-1,12.66
Haiti,South Korea,1532,1752,1.046,1.567,25.3,25.3,49.3,1-1,12.02
Haiti,Spain,1532,2165,0.715,2.292,10.0,17.0,72.1,0-2,12.98
Haiti,Sweden,1532,1719,1.078,1.521,26.9,25.6,47.4,1-1,12.19
Haiti,Switzerland,1532,1889,0.922,1.778,19.3,23.2,57.3,0-1,11.95
Haiti,Tunisia,1532,1636,1.163,1.409,31.1,26.3,42.5,1-1,12.52
Haiti,Turkey,1532,1902,0.911,1.799,18.7,22.9,58.1,0-1,11.97
Haiti,United States,1532,1721,1.076,1.523,26.8,25.6,47.5,1-1,12.18
Haiti,Uruguay,1532,1892,0.919,1.783,19.2,23.1,57.5,0-1,11.96
Haiti,Uzbekistan,1532,1727,1.07,1.532,26.5,25.6,47.8,1-1,12.15
Iran,Algeria,1760,1743,1.3,1.26,37.6,26.6,35.7,1-1,12.66
Iran,Argentina,1760,2113,0.925,1.771,19.4,23.2,57.1,0-1,11.94
Iran,Australia,1760,1783,1.253,1.308,35.4,26.6,37.9,1-1,12.66
Iran,Austria,1760,1827,1.204,1.362,33.0,26.5,40.4,1-1,12.6
Iran,Belgium,1760,1867,1.16,1.413,30.9,26.3,42.7,1-1,12.51
Iran,Bosnia and Herzegovina,1760,1594,1.491,1.099,46.1,25.8,27.9,1-1,12.29
Iran,Brazil,1760,1984,1.042,1.573,25.1,25.2,49.5,1-1,11.99
Iran,Canada,1760,1784,1.252,1.309,35.3,26.6,38.0,1-1,12.66
Iran,Cape Verde,1760,1549,1.555,1.054,48.8,25.4,25.7,1-1,12.07
Iran,Colombia,1760,1975,1.05,1.56,25.5,25.3,49.0,1-1,12.04
Iran,Croatia,1760,1930,1.095,1.497,27.7,25.8,46.4,1-1,12.27
Iran,Curaçao,1760,1436,1.725,0.95,55.4,23.7,20.6,1-0,11.88
Iran,Czech Republic,1760,1726,1.321,1.241,38.5,26.6,34.8,1-1,12.65
Iran,DR Congo,1760,1655,1.41,1.162,42.6,26.3,31.0,1-1,12.51
Iran,Ecuador,1760,1933,1.092,1.501,27.6,25.8,46.5,1-1,12.26
Iran,Egypt,1760,1689,1.367,1.199,40.6,26.5,32.8,1-1,12.6
Iran,England,1760,2020,1.008,1.626,23.4,24.7,51.7,1-1,11.77
Iran,France,1760,2081,0.953,1.72,20.8,23.8,55.2,0-1,11.88
Iran,Germany,1760,1923,1.102,1.487,28.1,25.9,46.0,1-1,12.3
Iran,Ghana,1760,1503,1.622,1.011,51.5,24.8,23.6,1-1,11.79
Iran,Haiti,1760,1532,1.579,1.038,49.8,25.2,24.9,1-1,11.97
Iran,Iraq,1760,1607,1.474,1.112,45.4,26.0,28.6,1-1,12.35
Iran,Ivory Coast,1760,1676,1.383,1.185,41.4,26.4,32.1,1-1,12.57
Iran,Japan,1760,1904,1.121,1.462,29.0,26.0,44.9,1-1,12.38
Iran,Jordan,1760,1690,1.365,1.2,40.6,26.5,32.8,1-1,12.6
Iran,Mexico,1760,1860,1.168,1.404,31.3,26.3,42.3,1-1,12.53
Iran,Morocco,1760,1822,1.209,1.355,33.3,26.5,40.1,1-1,12.61
Iran,Netherlands,1760,1961,1.064,1.54,26.2,25.5,48.2,1-1,12.12
Iran,New Zealand,1760,1585,1.504,1.09,46.7,25.8,27.5,1-1,12.25
Iran,Norway,1760,1912,1.113,1.472,28.6,26.0,45.3,1-1,12.35
Iran,Panama,1760,1737,1.308,1.253,37.9,26.6,35.4,1-1,12.66
Iran,Paraguay,1760,1833,1.197,1.369,32.7,26.5,40.8,1-1,12.59
Iran,Portugal,1760,1984,1.042,1.573,25.1,25.2,49.5,1-1,11.99
Iran,Qatar,1760,1425,1.742,0.941,56.0,23.6,20.2,1-0,11.91
Iran,Saudi Arabia,1760,1568,1.528,1.073,47.7,25.6,26.6,1-1,12.17
Iran,Scotland,1760,1767,1.272,1.289,36.3,26.6,37.0,1-1,12.66
Iran,Senegal,1760,1878,1.149,1.427,30.3,26.2,43.3,1-1,12.47
Iran,South Africa,1760,1524,1.591,1.03,50.2,25.1,24.6,1-1,11.92
Iran,South Korea,1760,1752,1.29,1.271,37.1,26.6,36.2,1-1,12.66
Iran,Spain,1760,2165,0.882,1.858,17.4,22.2,60.1,0-1,12.0
Iran,Sweden,1760,1719,1.329,1.233,38.9,26.6,34.4,1-1,12.64
Iran,Switzerland,1760,1889,1.137,1.442,29.8,26.2,44.0,1-1,12.44
Iran,Tunisia,1760,1636,1.435,1.142,43.7,26.2,30.0,1-1,12.45
Iran,Turkey,1760,1902,1.123,1.459,29.1,26.1,44.7,1-1,12.39
Iran,United States,1760,1721,1.327,1.235,38.8,26.6,34.5,1-1,12.64
Iran,Uruguay,1760,1892,1.134,1.446,29.6,26.1,44.2,1-1,12.43
Iran,Uzbekistan,1760,1727,1.32,1.242,38.5,26.6,34.8,1-1,12.65
Iraq,Algeria,1607,1743,1.13,1.451,29.4,26.1,44.4,1-1,12.41
Iraq,Argentina,1607,2113,0.804,2.039,13.8,20.1,65.6,0-2,12.11
Iraq,Australia,1607,1783,1.089,1.505,27.4,25.7,46.7,1-1,12.25
Iraq,Austria,1607,1827,1.046,1.567,25.3,25.3,49.3,1-1,12.02
Iraq,Belgium,1607,1867,1.008,1.626,23.4,24.7,51.7,1-1,11.77
Iraq,Bosnia and Herzegovina,1607,1594,1.296,1.265,37.4,26.6,35.9,1-1,12.66
Iraq,Brazil,1607,1984,0.905,1.811,18.5,22.8,58.5,0-1,11.98
Iraq,Canada,1607,1784,1.088,1.507,27.4,25.7,46.8,1-1,12.24
Iraq,Cape Verde,1607,1549,1.35,1.214,39.9,26.5,33.5,1-1,12.62
Iraq,Colombia,1607,1975,0.913,1.796,18.8,23.0,58.0,0-1,11.97
Iraq,Croatia,1607,1930,0.951,1.723,20.7,23.8,55.3,0-1,11.88
Iraq,Curaçao,1607,1436,1.498,1.094,46.4,25.8,27.7,1-1,12.27
Iraq,Czech Republic,1607,1726,1.147,1.428,30.3,26.2,43.4,1-1,12.47
Iraq,DR Congo,1607,1655,1.225,1.338,34.0,26.6,39.3,1-1,12.63
Iraq,Ecuador,1607,1933,0.949,1.728,20.6,23.7,55.5,0-1,11.89
Iraq,Egypt,1607,1689,1.187,1.381,32.2,26.4,41.3,1-1,12.57
Iraq,England,1607,2020,0.876,1.872,17.1,22.1,60.5,0-1,12.0
Iraq,France,1607,2081,0.828,1.98,14.9,20.8,63.9,0-1,11.95
Iraq,Germany,1607,1923,0.957,1.712,21.0,23.9,54.9,0-1,11.86
Iraq,Ghana,1607,1503,1.409,1.163,42.5,26.3,31.1,1-1,12.52
Iraq,Haiti,1607,1532,1.372,1.195,40.9,26.5,32.6,1-1,12.59
Iraq,Iran,1607,1760,1.112,1.474,28.6,26.0,45.4,1-1,12.35
Iraq,Ivory Coast,1607,1676,1.201,1.364,32.9,26.5,40.5,1-1,12.6
Iraq,Japan,1607,1904,0.974,1.683,21.8,24.2,53.8,0-1,11.81
Iraq,Jordan,1607,1690,1.186,1.382,32.2,26.4,41.3,1-1,12.57
Iraq,Mexico,1607,1860,1.014,1.616,23.8,24.8,51.2,1-1,11.81
Iraq,Morocco,1607,1822,1.05,1.56,25.5,25.3,49.0,1-1,12.04
Iraq,Netherlands,1607,1961,0.924,1.773,19.4,23.2,57.1,0-1,11.95
Iraq,New Zealand,1607,1585,1.306,1.255,37.9,26.6,35.4,1-1,12.66
Iraq,Norway,1607,1912,0.967,1.695,21.5,24.1,54.3,0-1,11.83
Iraq,Panama,1607,1737,1.136,1.443,29.7,26.1,44.0,1-1,12.43
Iraq,Paraguay,1607,1833,1.04,1.576,25.0,25.2,49.7,1-1,11.98
Iraq,Portugal,1607,1984,0.905,1.811,18.5,22.8,58.5,0-1,11.98
Iraq,Qatar,1607,1425,1.514,1.083,47.1,25.7,27.1,1-1,12.22
Iraq,Saudi Arabia,1607,1568,1.327,1.235,38.8,26.6,34.5,1-1,12.64
Iraq,Scotland,1607,1767,1.105,1.483,28.2,25.9,45.8,1-1,12.32
Iraq,Senegal,1607,1878,0.998,1.643,23.0,24.6,52.3,0-1,11.72
Iraq,South Africa,1607,1524,1.382,1.186,41.3,26.4,32.2,1-1,12.57
Iraq,South Korea,1607,1752,1.12,1.463,29.0,26.0,44.9,1-1,12.38
Iraq,Spain,1607,2165,0.766,2.139,12.1,18.9,68.4,0-2,12.52
Iraq,Sweden,1607,1719,1.155,1.419,30.6,26.3,43.0,1-1,12.49
Iraq,Switzerland,1607,1889,0.988,1.659,22.5,24.4,52.9,0-1,11.76
Iraq,Tunisia,1607,1636,1.247,1.315,35.1,26.6,38.3,1-1,12.65
Iraq,Turkey,1607,1902,0.976,1.679,21.9,24.2,53.7,0-1,11.8
Iraq,United States,1607,1721,1.153,1.422,30.5,26.3,43.1,1-1,12.49
Iraq,Uruguay,1607,1892,0.985,1.664,22.3,24.4,53.1,0-1,11.77
Iraq,Uzbekistan,1607,1727,1.146,1.43,30.2,26.2,43.5,1-1,12.47
Ivory Coast,Algeria,1676,1743,1.204,1.362,33.0,26.5,40.4,1-1,12.6
Ivory Coast,Argentina,1676,2113,0.856,1.914,16.2,21.6,61.9,0-1,11.99
Ivory Coast,Australia,1676,1783,1.16,1.413,30.9,26.3,42.7,1-1,12.51
Ivory Coast,Austria,1676,1827,1.114,1.471,28.7,26.0,45.3,1-1,12.35
Ivory Coast,Belgium,1676,1867,1.074,1.526,26.7,25.6,47.6,1-1,12.17
Ivory Coast,Bosnia and Herzegovina,1676,1594,1.381,1.187,41.3,26.4,32.2,1-1,12.57
Ivory Coast,Brazil,1676,1984,0.964,1.7,21.3,24.0,54.5,0-1,11.84
Ivory Coast,Canada,1676,1784,1.159,1.414,30.9,26.3,42.8,1-1,12.51
Ivory Coast,Cape Verde,1676,1549,1.439,1.139,43.9,26.2,29.9,1-1,12.44
Ivory Coast,Colombia,1676,1975,0.972,1.686,21.7,24.2,53.9,0-1,11.81
Ivory Coast,Croatia,1676,1930,1.013,1.617,23.7,24.8,51.3,1-1,11.81
Ivory Coast,Curaçao,1676,1436,1.597,1.027,50.5,25.0,24.4,1-1,11.89
Ivory Coast,Czech Republic,1676,1726,1.223,1.341,33.9,26.6,39.4,1-1,12.63
Ivory Coast,DR Congo,1676,1655,1.305,1.256,37.8,26.6,35.5,1-1,12.66
Ivory Coast,Ecuador,1676,1933,1.011,1.622,23.6,24.8,51.5,1-1,11.79
Ivory Coast,Egypt,1676,1689,1.265,1.296,35.9,26.6,37.4,1-1,12.66
Ivory Coast,England,1676,2020,0.933,1.757,19.8,23.4,56.6,0-1,11.93
Ivory Coast,France,1676,2081,0.882,1.858,17.4,22.2,60.1,0-1,12.0
Ivory Coast,Germany,1676,1923,1.02,1.607,24.0,24.9,50.9,1-1,11.85
Ivory Coast,Ghana,1676,1503,1.501,1.092,46.5,25.8,27.6,1-1,12.26
Ivory Coast,Haiti,1676,1532,1.462,1.121,44.9,26.0,29.0,1-1,12.38
Ivory Coast,Iran,1676,1760,1.185,1.383,32.1,26.4,41.4,1-1,12.57
Ivory Coast,Iraq,1676,1607,1.364,1.201,40.5,26.5,32.9,1-1,12.6
Ivory Coast,Japan,1676,1904,1.038,1.579,24.9,25.2,49.8,1-1,11.97
Ivory Coast,Jordan,1676,1690,1.264,1.297,35.9,26.6,37.4,1-1,12.66
Ivory Coast,Mexico,1676,1860,1.081,1.516,27.0,25.7,47.2,1-1,12.21
Ivory Coast,Morocco,1676,1822,1.119,1.464,28.9,26.0,45.0,1-1,12.37
Ivory Coast,Netherlands,1676,1961,0.985,1.664,22.3,24.4,53.1,0-1,11.77
Ivory Coast,New Zealand,1676,1585,1.392,1.177,41.8,26.4,31.7,1-1,12.55
Ivory Coast,Norway,1676,1912,1.03,1.591,24.6,25.1,50.2,1-1,11.92
Ivory Coast,Panama,1676,1737,1.21,1.354,33.3,26.5,40.1,1-1,12.61
Ivory Coast,Paraguay,1676,1833,1.108,1.479,28.4,25.9,45.6,1-1,12.33
Ivory Coast,Portugal,1676,1984,0.964,1.7,21.3,24.0,54.5,0-1,11.84
Ivory Coast,Qatar,1676,1425,1.613,1.016,51.1,24.9,23.9,1-1,11.82
Ivory Coast,Saudi Arabia,1676,1568,1.414,1.159,42.8,26.3,30.9,1-1,12.51
Ivory Coast,Scotland,1676,1767,1.177,1.392,31.7,26.4,41.8,1-1,12.55
Ivory Coast,Senegal,1676,1878,1.063,1.542,26.2,25.5,48.2,1-1,12.11
Ivory Coast,South Africa,1676,1524,1.472,1.113,45.3,26.0,28.6,1-1,12.35
Ivory Coast,South Korea,1676,1752,1.194,1.373,32.5,26.5,40.9,1-1,12.59
Ivory Coast,Spain,1676,2165,0.816,2.008,14.3,20.5,64.7,0-2,11.96
Ivory Coast,Sweden,1676,1719,1.231,1.332,34.3,26.6,39.1,1-1,12.64
Ivory Coast,Switzerland,1676,1889,1.052,1.557,25.6,25.3,48.9,1-1,12.05
Ivory Coast,Tunisia,1676,1636,1.328,1.234,38.9,26.6,34.5,1-1,12.64
Ivory Coast,Turkey,1676,1902,1.04,1.576,25.0,25.2,49.7,1-1,11.98
Ivory Coast,United States,1676,1721,1.228,1.334,34.2,26.6,39.2,1-1,12.64
Ivory Coast,Uruguay,1676,1892,1.05,1.562,25.5,25.3,49.1,1-1,12.04
Ivory Coast,Uzbekistan,1676,1727,1.222,1.342,33.9,26.6,39.5,1-1,12.63
Japan,Algeria,1904,1743,1.485,1.104,45.8,25.9,28.2,1-1,12.31
Japan,Argentina,1904,2113,1.056,1.552,25.8,25.4,48.7,1-1,12.08
Japan,Australia,1904,1783,1.431,1.145,43.5,26.2,30.2,1-1,12.46
Japan,Austria,1904,1827,1.374,1.193,41.0,26.5,32.5,1-1,12.58
Japan,Belgium,1904,1867,1.325,1.237,38.7,26.6,34.6,1-1,12.65
Japan,Bosnia and Herzegovina,1904,1594,1.703,0.963,54.6,24.0,21.2,1-0,11.85
Japan,Brazil,1904,1984,1.189,1.378,32.3,26.4,41.2,1-1,12.58
Japan,Canada,1904,1784,1.43,1.146,43.5,26.2,30.2,1-1,12.47
Japan,Cape Verde,1904,1549,1.775,0.924,57.2,23.2,19.4,1-0,11.95
Japan,Colombia,1904,1975,1.199,1.367,32.8,26.5,40.6,1-1,12.6
Japan,Croatia,1904,1930,1.25,1.311,35.2,26.6,38.1,1-1,12.66
Japan,Curaçao,1904,1436,1.969,0.832,63.6,20.9,15.1,1-0,11.96
Japan,Czech Republic,1904,1726,1.508,1.087,46.8,25.7,27.3,1-1,12.24
Japan,DR Congo,1904,1655,1.61,1.018,51.0,24.9,23.9,1-1,11.84
Japan,Ecuador,1904,1933,1.247,1.315,35.1,26.6,38.3,1-1,12.65
Japan,Egypt,1904,1689,1.56,1.05,49.0,25.3,25.5,1-1,12.04
Japan,England,1904,2020,1.151,1.424,30.4,26.2,43.2,1-1,12.48
Japan,France,1904,2081,1.088,1.507,27.4,25.7,46.8,1-1,12.24
Japan,Germany,1904,1923,1.258,1.303,35.6,26.6,37.7,1-1,12.66
Japan,Ghana,1904,1503,1.851,0.885,59.8,22.3,17.5,1-0,11.99
Japan,Haiti,1904,1532,1.803,0.909,58.2,22.9,18.7,1-0,11.97
Japan,Iran,1904,1760,1.462,1.121,44.9,26.0,29.0,1-1,12.38
Japan,Iraq,1904,1607,1.683,0.974,53.8,24.2,21.8,1-0,11.81
Japan,Ivory Coast,1904,1676,1.579,1.038,49.8,25.2,24.9,1-1,11.97
Japan,Jordan,1904,1690,1.559,1.051,49.0,25.3,25.6,1-1,12.05
Japan,Mexico,1904,1860,1.333,1.229,39.1,26.6,34.2,1-1,12.64
Japan,Morocco,1904,1822,1.381,1.187,41.3,26.4,32.2,1-1,12.57
Japan,Netherlands,1904,1961,1.215,1.349,33.5,26.5,39.8,1-1,12.62
Japan,New Zealand,1904,1585,1.717,0.955,55.1,23.8,20.9,1-0,11.87
Japan,Norway,1904,1912,1.271,1.29,36.2,26.6,37.1,1-1,12.66
Japan,Panama,1904,1737,1.493,1.098,46.2,25.8,27.9,1-1,12.29
Japan,Paraguay,1904,1833,1.367,1.199,40.6,26.5,32.8,1-1,12.6
Japan,Portugal,1904,1984,1.189,1.378,32.3,26.4,41.2,1-1,12.58
Japan,Qatar,1904,1425,1.989,0.824,64.2,20.7,14.7,1-0,11.94
Japan,Saudi Arabia,1904,1568,1.744,0.94,56.1,23.5,20.1,1-0,11.91
Japan,Scotland,1904,1767,1.452,1.129,44.4,26.1,29.4,1-1,12.41
Japan,Senegal,1904,1878,1.311,1.25,38.1,26.6,35.2,1-1,12.66
Japan,South Africa,1904,1524,1.816,0.903,58.6,22.7,18.4,1-0,11.98
Japan,South Korea,1904,1752,1.472,1.113,45.3,26.0,28.6,1-1,12.35
Japan,Spain,1904,2165,1.007,1.628,23.4,24.7,51.7,1-1,11.76
Japan,Sweden,1904,1719,1.518,1.08,47.3,25.7,27.0,1-1,12.2
Japan,Switzerland,1904,1889,1.298,1.263,37.5,26.6,35.8,1-1,12.66
Japan,Tunisia,1904,1636,1.638,1.0,52.1,24.6,23.1,1-1,11.71
Japan,Turkey,1904,1902,1.283,1.278,36.8,26.6,36.5,1-1,12.66
Japan,United States,1904,1721,1.515,1.082,47.1,25.7,27.1,1-1,12.21
Japan,Uruguay,1904,1892,1.294,1.266,37.3,26.6,36.0,1-1,12.66
Japan,Uzbekistan,1904,1727,1.507,1.088,46.8,25.7,27.4,1-1,12.24
Jordan,Algeria,1690,1743,1.219,1.344,33.8,26.5,39.6,1-1,12.63
Jordan,Argentina,1690,2113,0.868,1.889,16.7,21.9,61.1,0-1,12.0
Jordan,Australia,1690,1783,1.175,1.395,31.6,26.4,41.9,1-1,12.55
Jordan,Austria,1690,1827,1.129,1.452,29.4,26.1,44.4,1-1,12.41
Jordan,Belgium,1690,1867,1.088,1.507,27.4,25.7,46.8,1-1,12.24
Jordan,Bosnia and Herzegovina,1690,1594,1.398,1.172,42.1,26.4,31.5,1-1,12.54
Jordan,Brazil,1690,1984,0.977,1.678,21.9,24.2,53.7,0-1,11.8
Jordan,Canada,1690,1784,1.174,1.396,31.6,26.4,42.0,1-1,12.54
Jordan,Cape Verde,1690,1549,1.458,1.124,44.7,26.1,29.2,1-1,12.39
Jordan,Colombia,1690,1975,0.985,1.664,22.3,24.4,53.1,0-1,11.77
Jordan,Croatia,1690,1930,1.027,1.597,24.4,25.0,50.5,1-1,11.89
Jordan,Curaçao,1690,1436,1.617,1.013,51.3,24.8,23.7,1-1,11.81
Jordan,Czech Republic,1690,1726,1.239,1.323,34.7,26.6,38.7,1-1,12.65
Jordan,DR Congo,1690,1655,1.322,1.24,38.6,26.6,34.7,1-1,12.65
Jordan,Ecuador,1690,1933,1.024,1.601,24.2,25.0,50.7,1-1,11.88
Jordan,Egypt,1690,1689,1.281,1.279,36.7,26.6,36.6,1-1,12.66
Jordan,England,1690,2020,0.945,1.734,20.4,23.6,55.8,0-1,11.9
Jordan,France,1690,2081,0.893,1.834,17.9,22.5,59.3,0-1,11.99
Jordan,Germany,1690,1923,1.033,1.586,24.7,25.1,50.1,1-1,11.94
Jordan,Ghana,1690,1503,1.521,1.078,47.4,25.6,26.9,1-1,12.19
Jordan,Haiti,1690,1532,1.481,1.107,45.7,25.9,28.3,1-1,12.33
Jordan,Iran,1690,1760,1.2,1.365,32.8,26.5,40.6,1-1,12.6
Jordan,Iraq,1690,1607,1.382,1.186,41.3,26.4,32.2,1-1,12.57
Jordan,Ivory Coast,1690,1676,1.297,1.264,37.4,26.6,35.9,1-1,12.66
Jordan,Japan,1690,1904,1.051,1.559,25.6,25.3,49.0,1-1,12.05
Jordan,Mexico,1690,1860,1.095,1.497,27.7,25.8,46.4,1-1,12.27
Jordan,Morocco,1690,1822,1.134,1.446,29.6,26.1,44.2,1-1,12.43
Jordan,Netherlands,1690,1961,0.998,1.643,23.0,24.6,52.3,0-1,11.72
Jordan,New Zealand,1690,1585,1.41,1.162,42.6,26.3,31.0,1-1,12.51
Jordan,Norway,1690,1912,1.044,1.57,25.2,25.2,49.4,1-1,12.0
Jordan,Panama,1690,1737,1.226,1.337,34.1,26.6,39.3,1-1,12.63
Jordan,Paraguay,1690,1833,1.122,1.46,29.1,26.0,44.8,1-1,12.39
Jordan,Portugal,1690,1984,0.977,1.678,21.9,24.2,53.7,0-1,11.8
Jordan,Qatar,1690,1425,1.634,1.003,52.0,24.7,23.2,1-1,11.73
Jordan,Saudi Arabia,1690,1568,1.432,1.144,43.6,26.2,30.1,1-1,12.46
Jordan,Scotland,1690,1767,1.193,1.374,32.5,26.5,41.0,1-1,12.58
Jordan,Senegal,1690,1878,1.077,1.522,26.8,25.6,47.4,1-1,12.19
Jordan,South Africa,1690,1524,1.491,1.099,46.1,25.8,27.9,1-1,12.29
Jordan,South Korea,1690,1752,1.209,1.355,33.3,26.5,40.1,1-1,12.61
Jordan,Spain,1690,2165,0.827,1.982,14.8,20.8,64.0,0-1,11.95
Jordan,Sweden,1690,1719,1.247,1.315,35.1,26.6,38.3,1-1,12.65
Jordan,Switzerland,1690,1889,1.066,1.537,26.3,25.5,48.1,1-1,12.13
Jordan,Tunisia,1690,1636,1.345,1.218,39.7,26.5,33.7,1-1,12.62
Jordan,Turkey,1690,1902,1.053,1.556,25.7,25.4,48.8,1-1,12.06
Jordan,United States,1690,1721,1.244,1.317,34.9,26.6,38.4,1-1,12.65
Jordan,Uruguay,1690,1892,1.063,1.542,26.2,25.5,48.2,1-1,12.11
Jordan,Uzbekistan,1690,1727,1.237,1.325,34.6,26.6,38.7,1-1,12.65
Mexico,Algeria,1860,1743,1.426,1.15,43.3,26.2,30.4,1-1,12.48
Mexico,Argentina,1860,2113,1.014,1.616,23.8,24.8,51.2,1-1,11.81
Mexico,Australia,1860,1783,1.374,1.193,41.0,26.5,32.5,1-1,12.58
Mexico,Austria,1860,1827,1.32,1.242,38.5,26.6,34.8,1-1,12.65
Mexico,Belgium,1860,1867,1.272,1.289,36.3,26.6,37.0,1-1,12.66
Mexico,Bosnia and Herzegovina,1860,1594,1.635,1.002,52.0,24.7,23.2,1-1,11.73
Mexico,Brazil,1860,1984,1.142,1.435,30.0,26.2,43.7,1-1,12.45
Mexico,Canada,1860,1784,1.373,1.194,40.9,26.5,32.5,1-1,12.59
Mexico,Cape Verde,1860,1549,1.704,0.962,54.6,24.0,21.2,1-0,11.85
Mexico,Colombia,1860,1975,1.152,1.423,30.5,26.2,43.2,1-1,12.48
Mexico,Croatia,1860,1930,1.2,1.365,32.8,26.5,40.6,1-1,12.6
Mexico,Curaçao,1860,1436,1.891,0.867,61.1,21.9,16.7,1-0,12.0
Mexico,Czech Republic,1860,1726,1.448,1.132,44.3,26.1,29.5,1-1,12.42
Mexico,DR Congo,1860,1655,1.546,1.06,48.4,25.4,26.0,1-1,12.1
Mexico,Ecuador,1860,1933,1.197,1.369,32.7,26.5,40.8,1-1,12.59
Mexico,Egypt,1860,1689,1.498,1.094,46.4,25.8,27.7,1-1,12.27
Mexico,England,1860,2020,1.105,1.483,28.2,25.9,45.8,1-1,12.32
Mexico,France,1860,2081,1.045,1.569,25.3,25.3,49.4,1-1,12.01
Mexico,Germany,1860,1923,1.208,1.357,33.2,26.5,40.2,1-1,12.61
Mexico,Ghana,1860,1503,1.778,0.922,57.3,23.2,19.3,1-0,11.95
Mexico,Haiti,1860,1532,1.731,0.947,55.6,23.7,20.5,1-0,11.89
Mexico,Iran,1860,1760,1.404,1.168,42.3,26.3,31.3,1-1,12.53
Mexico,Iraq,1860,1607,1.616,1.014,51.2,24.8,23.8,1-1,11.81
Mexico,Ivory Coast,1860,1676,1.516,1.081,47.2,25.7,27.0,1-1,12.21
Mexico,Japan,1860,1904,1.229,1.333,34.2,26.6,39.1,1-1,12.64
Mexico,Jordan,1860,1690,1.497,1.095,46.4,25.8,27.7,1-1,12.27
Mexico,Morocco,1860,1822,1.326,1.236,38.8,26.6,34.6,1-1,12.64
Mexico,Netherlands,1860,1961,1.167,1.405,31.2,26.3,42.4,1-1,12.52
Mexico,New Zealand,1860,1585,1.649,0.994,52.5,24.5,22.8,1-0,11.73
